"","id","sales","price","brand","feat"
"1802",8643,41279,2.36,"minute.maid",1
"1803",12203,6336,3.05,"tropicana",0
"1804",4764,11136,3.88,"tropicana",0
"1805",4117,4289,1.83,"dominicks",0
"1806",9482,2688,2.7,"minute.maid",0
"1807",10903,4288,3.36,"tropicana",0
"1809",7872,11136,1.6,"dominicks",1
"1810",10264,63488,1.54,"dominicks",1
"1812",4503,44735,1.74,"minute.maid",1
"1813",3200,41408,1.85,"tropicana",1
"1814",156,14014,1.89,"minute.maid",0
"1816",794,3647,1.9,"dominicks",0
"1818",6808,26752,NA,"dominicks",0
"1820",2485,3776,2.15,"minute.maid",0
"1821",11374,2370,2.19,"minute.maid",0
"1824",152,6272,3.41,"tropicana",0
"1825",6804,10366,2.53,"tropicana",0
"1826",4781,49664,2,"tropicana",1
"1828",4809,3200,3.3,"tropicana",0
"1829",6983,51521,1.92,"tropicana",1
"1830",9181,2433,1.89,"dominicks",0
"1832",2699,5249,2.61,"minute.maid",0
"1833",12055,4671,2.51,"minute.maid",0
"1834",6238,4034,2.53,"dominicks",0
"1835",10962,7360,2.41,"minute.maid",0
"1836",6619,2557,1.33,"dominicks",0
"1839",11497,6271,3.2,"minute.maid",0
"1840",7022,7745,2.29,"minute.maid",0
"1842",3137,3329,3.04,"minute.maid",0
"1843",3510,12479,1.63,"dominicks",0
"1845",2677,7360,1.93,"minute.maid",0
"1846",5619,32641,1.99,"minute.maid",1
"1847",124,61119,1.49,"dominicks",1
"1848",5871,1793,NA,"dominicks",1
"1849",1738,3392,1.64,"dominicks",1
"1850",12301,10112,2.49,"minute.maid",0
"1851",8760,48064,1.72,"minute.maid",1
"1853",12326,39681,1.69,"minute.maid",0
"1857",7072,7809,1.96,"minute.maid",0
"1858",6179,6019,2.74,"minute.maid",0
"1860",882,9856,1.89,"minute.maid",0
"1861",3409,24002,2.17,"dominicks",1
"1862",5308,10625,1.78,"dominicks",0
"1863",949,33408,2.1,"tropicana",0
"1864",6448,17855,3.17,"tropicana",0
"1865",3090,108415,1.81,"tropicana",1
"1868",6815,16127,2.36,"tropicana",0
"1869",10570,5120,3.23,"tropicana",0
"1870",8060,49984,1.8,"tropicana",0
"1871",4753,9407,3.03,"tropicana",0
"1872",6768,44609,2.02,"minute.maid",1
"1874",11835,5953,2.37,"minute.maid",0
"1875",8240,7745,1.91,"minute.maid",0
"1876",3289,7680,2.17,"minute.maid",0
"1877",6203,64450,1.29,"dominicks",1
"1878",4888,7105,2.19,"minute.maid",1
"1879",859,19967,NA,"dominicks",0
"1881",9299,18943,1.55,"dominicks",1
"1882",1540,6015,2.94,"tropicana",0
"1885",5179,2622,3.01,"minute.maid",0
"1886",9572,15486,NA,"minute.maid",0
"1887",12219,4096,3.07,"minute.maid",0
"1888",9103,9983,1.37,"dominicks",0
"1889",11525,3648,2.04,"minute.maid",0
"1890",6720,5696,2.9,"minute.maid",0
"1892",7851,17215,2.36,"minute.maid",0
"1894",9385,6080,3.5,"tropicana",0
"1896",12864,78849,1.44,"minute.maid",1
"1897",10377,19903,1.86,"minute.maid",0
"1898",9453,25087,1.95,"tropicana",0
"1899",5123,9536,3.05,"tropicana",0
"1900",11664,3584,3.28,"minute.maid",0
"1901",6517,50240,1.49,"dominicks",0
"1902",8142,10752,1.83,"tropicana",0
"1903",9228,10689,3.56,"tropicana",0
"1904",2356,56000,1.63,"dominicks",0
"1905",11144,2943,3.42,"tropicana",0
"1906",7980,42432,1.94,"minute.maid",1
"1907",2994,5824,2.65,"minute.maid",0
"1909",6324,9728,3.5,"tropicana",0
"1910",4843,62719,2.53,"tropicana",1
"1911",8682,10431,2.52,"tropicana",0
"1912",3010,316736,1.04,"dominicks",1
"1913",11799,51969,1.98,"minute.maid",1
"1915",4162,2943,2.11,"dominicks",0
"1917",2552,6273,2.63,"minute.maid",0
"1918",12029,10430,2.6,"minute.maid",1
"1920",3353,448,2.72,"dominicks",0
"1921",76,12479,2.48,"tropicana",1
"1922",9559,5889,1.66,"dominicks",1
"1924",3419,1663,2.53,"dominicks",0
"1925",4726,29952,2.04,"minute.maid",1
"1926",12605,1344,3.12,"minute.maid",0
"1928",12399,11008,2.57,"tropicana",0
"1929",995,9857,1.62,"dominicks",0
"1930",2752,4670,2.92,"tropicana",0
"1931",3056,7553,1.31,"dominicks",0
"1933",7492,31872,1.65,"dominicks",1
"1935",4356,11007,2.05,"minute.maid",0
"1937",3672,25984,2.62,"dominicks",1
"1938",9063,18430,1.08,"dominicks",0
"1940",3009,16575,2.16,"minute.maid",0
"1941",2033,29826,2.03,"minute.maid",1
"1942",6108,10175,2.49,"minute.maid",0
"1943",4594,3905,2.89,"tropicana",0
"1944",3456,8128,1.35,"dominicks",1
"1945",7025,13632,2.88,"tropicana",0
"1947",7868,10368,1.83,"minute.maid",0
"1948",6955,4801,1.92,"dominicks",0
"1950",675,4672,3.62,"tropicana",0
"1951",12916,18625,1.41,"dominicks",0
"1954",2691,10815,1.36,"dominicks",0
"1955",4718,13376,2.81,"tropicana",1
"1956",314,6977,2.12,"minute.maid",1
"1957",3049,7808,2,"dominicks",0
"1958",9963,37503,1.39,"minute.maid",0
"1960",3421,1985,3.21,"tropicana",0
"1961",3755,12737,2,"minute.maid",0
"1962",2335,7042,3.49,"tropicana",0
"1963",10806,10881,2.94,"tropicana",0
"1965",4077,8129,1.55,"dominicks",0
"1970",7455,6465,1.55,"dominicks",0
"1971",9163,11649,2.45,"tropicana",1
"1972",2124,5438,2,"dominicks",1
"1973",12160,70657,1.57,"dominicks",1
"1974",1889,10498,2.04,"minute.maid",0
"1975",2655,128255,0.97,"dominicks",1
"1980",393,767,1.57,"dominicks",0
"1981",7719,24191,NA,"dominicks",1
"1983",7474,7359,1.89,"dominicks",0
"1984",7855,5568,2.01,"minute.maid",0
"1985",436,9087,1.37,"dominicks",0
"1986",2051,7295,1.53,"dominicks",0
"1988",7174,5056,3.23,"minute.maid",0
"1990",260,4800,3.06,"tropicana",0
"1991",1576,3134,3.67,"tropicana",0
"1992",242,10240,2.98,"tropicana",1
"1993",9498,3200,2.42,"minute.maid",0
"1995",6006,5247,2.49,"minute.maid",0
"1996",4130,4416,2.61,"tropicana",1
"1997",9653,8000,3.08,"tropicana",0
"1998",4150,2752,2.21,"minute.maid",0
"1999",3792,1281,3.17,"minute.maid",0
"2001",2188,6145,3.33,"tropicana",0
"2002",209,16319,1.59,"minute.maid",0
"2003",4962,29376,1.17,"dominicks",1
"2004",6673,4288,1.98,"minute.maid",0
"2005",7509,3008,2.16,"minute.maid",0
"2006",1339,4992,2.17,"dominicks",0
"2007",10413,5633,1.6,"dominicks",0
"2008",8342,12546,1.67,"dominicks",0
"2010",6682,11326,2.65,"minute.maid",0
"2011",8691,9024,1.81,"dominicks",0
"2012",6929,22208,1.6,"dominicks",0
"2013",4125,18176,1.95,"tropicana",1
"2014",7714,28993,1.77,"tropicana",1
"2016",9051,75712,NA,"tropicana",0
"2017",7617,3329,1.96,"dominicks",0
"2018",12678,3583,2.5,"minute.maid",0
"2019",4985,8130,1.79,"dominicks",0
"2020",453,2689,3.71,"tropicana",0
"2021",501,36736,1.52,"dominicks",0
"2024",58,30337,1.75,"dominicks",0
"2026",10221,30528,2.27,"dominicks",1
"2027",6266,5248,2.21,"dominicks",0
"2028",332,14465,2.02,"minute.maid",0
"2029",10828,28159,1.59,"dominicks",0
"2030",10382,5825,3.12,"minute.maid",0
"2033",7300,3329,3.48,"tropicana",0
"2034",858,2945,2.45,"minute.maid",0
"2035",3084,2816,2.31,"dominicks",0
"2036",9014,6080,2.86,"minute.maid",0
"2037",632,6272,2.03,"dominicks",0
"2039",12012,6592,2.01,"dominicks",1
"2040",7597,12094,1.92,"tropicana",0
"2042",9808,9471,2.85,"tropicana",0
"2044",7886,42686,1.77,"dominicks",1
"2045",12608,15360,1.9,"minute.maid",1
"2046",8754,8959,2.93,"tropicana",0
"2047",9861,9024,3.51,"tropicana",0
"2049",3272,34624,1.93,"minute.maid",1
"2053",8666,18048,1.96,"tropicana",0
"2054",9959,5505,3.47,"tropicana",0
"2055",5744,5184,1.69,"dominicks",1
"2056",7210,4992,2.95,"tropicana",0
"2059",2102,45696,1.88,"minute.maid",1
"2060",1516,17154,1.94,"minute.maid",0
"2062",3812,4864,1.95,"dominicks",1
"2063",11231,6848,2.64,"tropicana",1
"2065",4072,9984,NA,"minute.maid",0
"2067",2692,7487,2.06,"minute.maid",0
"2068",962,3457,2.58,"minute.maid",0
"2069",8201,11648,1.37,"dominicks",0
"2070",2025,67777,1.36,"tropicana",1
"2073",12938,6400,3.63,"tropicana",0
"2076",8458,15681,2.35,"minute.maid",0
"2078",10088,3649,2.31,"minute.maid",0
"2079",12121,8000,1.39,"dominicks",1
"2080",11081,8320,1.27,"dominicks",0
"2081",7674,2623,2.81,"minute.maid",0
"2082",1808,22656,1.39,"minute.maid",0
"2083",10710,2944,1.85,"dominicks",0
"2085",7168,13502,1.82,"minute.maid",0
"2086",915,5375,2.68,"tropicana",0
"2087",12831,9345,2.76,"tropicana",0
"2088",11012,6145,3.65,"tropicana",0
"2089",4803,4223,2.29,"minute.maid",0
"2090",3302,6336,2.04,"dominicks",0
"2091",6790,75200,1.22,"dominicks",1
"2093",2352,21504,1.75,"minute.maid",0
"2094",5502,3840,2.28,"minute.maid",0
"2095",12338,63681,1.81,"minute.maid",1
"2096",10474,4286,2.26,"dominicks",0
"2098",10854,7873,2.13,"minute.maid",1
"2099",10940,8703,1.41,"dominicks",0
"2100",1167,19135,2.32,"tropicana",0
"2102",5066,58624,2.46,"tropicana",0
"2103",5443,12160,2.01,"dominicks",0
"2107",5221,13311,2,"dominicks",0
"2108",6149,134400,NA,"minute.maid",1
"2109",9058,5246,1.8,"dominicks",0
"2110",11202,2111,1.65,"dominicks",0
"2112",2518,13761,2.05,"tropicana",1
"2113",10112,4159,2.45,"tropicana",1
"2114",5905,5567,1.76,"dominicks",0
"2115",102,7101,2.11,"minute.maid",0
"2116",4634,3777,2.68,"minute.maid",0
"2117",1497,39361,1.3,"dominicks",1
"2118",8926,7423,1.98,"minute.maid",0
"2119",7325,3648,1.97,"minute.maid",0
"2120",5810,11839,2.08,"dominicks",0
"2121",8539,5886,2.18,"minute.maid",0
"2123",9169,5504,3.09,"tropicana",0
"2124",6732,19519,2.18,"minute.maid",0
"2125",10922,3072,2.17,"minute.maid",0
"2126",2886,11521,1.58,"dominicks",0
"2127",6180,5632,1.66,"dominicks",0
"2129",12883,9279,1.28,"dominicks",0
"2130",5960,11902,2,"minute.maid",0
"2131",9882,5952,3.95,"tropicana",0
"2132",6496,20159,2.11,"minute.maid",1
"2133",10615,4289,3.42,"tropicana",0
"2135",12173,24385,1.63,"minute.maid",1
"2136",2460,2880,2.79,"minute.maid",0
"2137",3725,14337,2.87,"tropicana",1
"2138",3160,36992,1.51,"dominicks",1
"2139",2380,2367,1.32,"dominicks",0
"2140",4149,12161,1.58,"dominicks",0
"2141",4246,4478,3.28,"tropicana",0
"2143",9016,8832,NA,"dominicks",1
"2144",9517,5761,NA,"tropicana",0
"2145",2869,23295,NA,"dominicks",0
"2147",6461,7167,NA,"tropicana",0
"2148",3291,20098,3.12,"tropicana",1
"2149",8295,8193,2.04,"dominicks",0
"2150",3981,2816,2.24,"minute.maid",0
"2152",195,3008,3.67,"tropicana",0
"2154",3814,14336,1.49,"dominicks",0
"2155",6347,4159,3.57,"tropicana",0
"2156",11971,10432,1.77,"dominicks",0
"2157",2214,5054,3.14,"tropicana",0
"2158",4402,1217,NA,"dominicks",0
"2160",8282,10688,1.29,"dominicks",0
"2161",5231,6465,2.04,"minute.maid",0
"2163",4171,2817,1.6,"dominicks",0
"2164",8086,7361,1.64,"dominicks",0
"2166",938,4223,1.83,"dominicks",0
"2167",7985,3583,3.41,"tropicana",0
"2169",4886,5056,3.08,"tropicana",1
"2170",510,2943,1.63,"dominicks",1
"2171",1458,19839,1.39,"dominicks",0
"2172",4801,10366,2.44,"minute.maid",1
"2173",7797,3775,2.29,"minute.maid",0
"2175",11745,44926,2.07,"tropicana",1
"2178",1156,21248,2.64,"tropicana",0
"2179",9715,4288,3.25,"minute.maid",0
"2180",2387,6848,2.32,"tropicana",0
"2182",11882,155200,1.81,"minute.maid",1
"2183",5891,7937,2.57,"tropicana",0
"2184",7060,19647,2.16,"dominicks",0
"2185",4630,1601,1.85,"dominicks",0
"2187",11786,257,2.55,"dominicks",0
"2188",2458,13312,2.68,"tropicana",1
"2189",7481,119296,1.71,"minute.maid",1
"2190",12598,17664,1.66,"dominicks",0
"2191",2760,4353,2.3,"dominicks",0
"2192",10219,12608,NA,"minute.maid",0
"2193",4189,3008,2.27,"minute.maid",1
"2194",7859,3521,2.26,"dominicks",0
"2195",5147,12288,1.34,"dominicks",0
"2197",10498,48319,1.04,"dominicks",0
"2198",7921,6465,2.11,"minute.maid",0
"2200",1090,3966,2.74,"tropicana",0
"2201",5682,1664,1.64,"dominicks",0
"2203",11243,27136,1.6,"dominicks",1
"2205",3402,3201,2.43,"minute.maid",0
"2206",5039,15360,1.91,"minute.maid",1
"2208",6473,7937,2.73,"tropicana",1
"2209",10428,3136,3.01,"tropicana",0
"2210",6162,42113,1.81,"tropicana",0
"2215",6873,257,NA,"dominicks",0
"2216",9992,8894,1.71,"dominicks",0
"2217",220,4671,3.18,"tropicana",0
"2218",12770,8704,NA,"tropicana",0
"2219",6294,15168,2.05,"tropicana",1
"2220",10535,22784,1.58,"dominicks",1
"2222",9306,41599,2.06,"tropicana",0
"2225",3865,39296,NA,"dominicks",1
"2226",5923,68928,1.8,"tropicana",0
"2228",9293,9793,2.16,"minute.maid",0
"2229",5608,9472,NA,"minute.maid",0
"2230",6583,3839,3.7,"tropicana",0
"2231",11212,8896,3.1,"tropicana",0
"2232",4531,32575,1.64,"dominicks",1
"2233",5864,25152,1.92,"minute.maid",1
"2234",6650,16511,3.19,"tropicana",0
"2235",6047,14912,3.18,"tropicana",0
"2236",1092,11647,2.11,"minute.maid",1
"2238",10815,7871,1.8,"minute.maid",0
"2239",11698,9345,2.18,"minute.maid",1
"2241",9117,5758,1.98,"dominicks",0
"2242",3096,5570,1.76,"dominicks",0
"2243",6675,8513,2.03,"minute.maid",0
"2244",4882,9408,2.2,"minute.maid",0
"2245",4941,4608,3.04,"minute.maid",0
"2246",10013,8638,2.33,"tropicana",0
"2249",5048,10177,2.01,"minute.maid",0
"2250",5941,5184,2.76,"tropicana",0
"2251",6488,1025,2.12,"dominicks",0
"2252",6265,44159,1.98,"tropicana",0
"2253",12497,8194,1.45,"dominicks",0
"2254",5442,4288,1.44,"dominicks",0
"2255",12172,5632,2.78,"minute.maid",0
"2256",12702,5312,2.35,"tropicana",0
"2257",5713,1729,2.65,"tropicana",0
"2259",3974,26561,2.07,"minute.maid",1
"2260",5910,20672,1.35,"dominicks",0
"2264",7542,10559,NA,"tropicana",0
"2265",1884,16640,2.57,"tropicana",0
"2266",3999,1472,2.07,"dominicks",0
"2267",8356,12673,2.09,"minute.maid",0
"2270",1811,104577,1.02,"dominicks",1
"2271",12014,3263,1.96,"dominicks",0
"2273",804,10624,1.62,"dominicks",0
"2274",11589,255,2.62,"dominicks",0
"2275",10911,8959,3,"tropicana",0
"2276",2815,6079,2.55,"minute.maid",0
"2277",12524,17023,2.26,"minute.maid",0
"2278",10622,34497,2,"minute.maid",1
"2279",2359,17985,2.33,"minute.maid",0
"2282",8305,13503,1.71,"dominicks",0
"2283",5297,3328,2.94,"tropicana",0
"2284",5094,13632,NA,"tropicana",0
"2285",12231,4863,3.5,"tropicana",0
"2287",7596,51779,1.96,"tropicana",1
"2288",5862,30848,1.64,"minute.maid",0
"2289",6620,4994,3,"tropicana",0
"2291",12668,21377,3.23,"tropicana",0
"2292",10827,6786,2.24,"minute.maid",0
"2294",231,2177,1.87,"dominicks",0
"2295",1643,12031,2.6,"tropicana",0
"2296",4115,3967,2.57,"minute.maid",0
"2297",4333,14016,1.88,"dominicks",1
"2298",5465,9727,3.62,"tropicana",0
"2299",11413,3328,2.14,"dominicks",0
"2300",8615,2880,2.98,"minute.maid",0
"2304",3378,4162,2.28,"minute.maid",0
"2306",6659,19647,1.65,"dominicks",1
"2307",4179,12097,2.28,"minute.maid",0
"2308",4295,7104,3.66,"tropicana",0
"2309",5922,8769,2.97,"tropicana",0
"2310",1600,5568,1.71,"dominicks",0
"2311",12079,2496,2.43,"dominicks",0
"2312",10036,43968,2.28,"minute.maid",1
"2313",4649,11394,2.68,"tropicana",0
"2315",6528,5315,4,"tropicana",0
"2316",4815,6465,1.9,"dominicks",0
"2317",10059,4096,3.19,"minute.maid",0
"2318",8491,9152,1.57,"dominicks",0
"2319",11400,5952,3.03,"tropicana",0
"2320",10778,9026,1.67,"dominicks",0
"2321",2300,43393,1.83,"minute.maid",1
"2323",1437,9408,1.92,"tropicana",0
"2324",9367,18304,2.66,"minute.maid",0
"2325",6833,6465,3.1,"tropicana",0
"2327",12122,5504,1.96,"tropicana",0
"2328",4327,112575,1.03,"dominicks",1
"2329",4390,5696,2.1,"minute.maid",0
"2333",4166,36415,2.04,"minute.maid",1
"2334",11046,4414,2.84,"minute.maid",0
"2336",2923,4671,3.53,"tropicana",0
"2337",8029,2432,2.23,"dominicks",0
"2338",5986,8128,1.59,"dominicks",0
"2339",4251,71359,2.07,"tropicana",1
"2341",994,961,2.2,"dominicks",0
"2343",6023,4800,2.36,"minute.maid",0
"2346",11228,7488,1.72,"dominicks",0
"2349",96,70015,1.73,"dominicks",1
"2350",6425,8256,3.81,"tropicana",0
"2351",2205,14463,1.16,"dominicks",0
"2353",10908,13374,1.98,"tropicana",0
"2354",9332,9216,3.19,"tropicana",0
"2355",126,40129,1.59,"dominicks",1
"2356",7638,5568,2.82,"tropicana",0
"2357",2000,958,2.15,"dominicks",0
"2358",184,9792,2.67,"minute.maid",0
"2359",10522,14079,1.9,"minute.maid",1
"2360",9841,33408,1.9,"tropicana",1
"2361",8081,5569,2.91,"tropicana",0
"2362",9887,9664,2.56,"tropicana",0
"2364",7441,7871,2.87,"tropicana",0
"2365",11398,12671,3.64,"tropicana",0
"2367",9539,3779,2.31,"minute.maid",0
"2368",4213,6529,2.72,"minute.maid",0
"2369",5049,41152,NA,"dominicks",1
"2370",5245,2624,2.18,"minute.maid",0
"2371",5577,10303,2.23,"tropicana",0
"2372",747,6783,3.03,"tropicana",0
"2373",2751,2752,2.1,"dominicks",0
"2374",4226,6658,2.55,"minute.maid",0
"2376",11912,6847,3.51,"tropicana",0
"2377",4466,1791,2.65,"dominicks",0
"2378",8790,14849,1.6,"dominicks",0
"2379",7141,32384,1.86,"tropicana",0
"2380",8732,70783,1.33,"dominicks",0
"2381",8703,2752,3.12,"tropicana",0
"2383",10357,6719,1.61,"dominicks",0
"2384",6615,25279,1.59,"minute.maid",0
"2385",11829,6272,3.46,"tropicana",0
"2386",2315,19583,3.84,"tropicana",0
"2387",5118,10177,1.82,"dominicks",1
"2388",8619,19393,1.95,"dominicks",0
"2389",4421,15232,2.31,"minute.maid",1
"2390",4999,5760,3.08,"tropicana",0
"2391",5717,84608,1.84,"dominicks",1
"2392",1822,8383,2.91,"tropicana",0
"2394",1992,28288,1.72,"minute.maid",0
"2395",5753,14783,1.54,"dominicks",1
"2396",4061,78529,1.24,"dominicks",1
"2397",4432,1152,NA,"dominicks",1
"2398",4784,6783,2.85,"tropicana",0
"2399",10750,19008,1.62,"minute.maid",0
"2400",3039,17983,1.19,"dominicks",0
"2403",2304,6784,1.88,"minute.maid",0
"2404",5540,31806,1.64,"dominicks",1
"2405",6595,6337,3.11,"tropicana",0
"2406",7770,7359,2.68,"minute.maid",0
"2408",10758,7103,2.31,"tropicana",0
"2409",9902,44735,0.97,"dominicks",1
"2410",7215,7809,1.92,"minute.maid",1
"2411",8427,3008,3.02,"minute.maid",0
"2412",9036,5505,3.19,"tropicana",0
"2413",1504,13184,1.86,"minute.maid",0
"2414",1748,7937,3.59,"tropicana",0
"2415",9717,4930,3.33,"tropicana",0
"2416",2952,5823,1.96,"minute.maid",0
"2417",6880,13056,3.26,"tropicana",0
"2418",11793,18880,NA,"dominicks",0
"2419",8417,6017,1.88,"dominicks",0
"2420",10183,4672,NA,"minute.maid",0
"2421",7,44608,1.57,"dominicks",0
"2422",8998,42943,1.93,"minute.maid",1
"2423",8478,1793,2.97,"tropicana",0
"2424",2969,3326,3.81,"tropicana",0
"2425",10823,13057,1.22,"dominicks",0
"2426",6754,7040,3.82,"tropicana",0
"2428",5010,3968,1.97,"minute.maid",0
"2429",7270,9024,3.6,"tropicana",0
"2432",2384,2559,2.9,"tropicana",0
"2433",4964,8896,3.03,"tropicana",0
"2436",1316,13377,2.08,"minute.maid",1
"2438",9577,7487,2.29,"minute.maid",0
"2439",3483,12609,NA,"dominicks",0
"2440",12533,5122,1.85,"dominicks",0
"2441",9686,42560,1.94,"dominicks",1
"2443",7753,5313,1.53,"dominicks",0
"2444",2291,13440,1.79,"minute.maid",1
"2448",12099,36415,2.24,"tropicana",1
"2449",10717,9536,1.61,"dominicks",0
"2450",10592,10496,2.65,"tropicana",0
"2451",11991,1664,1.44,"dominicks",0
"2452",6994,6847,1.57,"dominicks",0
"2453",208,5568,2.64,"minute.maid",0
"2455",10884,72000,2.67,"tropicana",1
"2456",811,7169,1.58,"dominicks",0
"2457",6148,4033,2.78,"dominicks",0
"2459",4498,102399,1.41,"minute.maid",0
"2460",8705,2817,1.4,"dominicks",0
"2461",7278,2433,NA,"tropicana",0
"2462",8484,8194,1.22,"dominicks",0
"2463",7690,20417,NA,"dominicks",0
"2465",35,60801,1.56,"dominicks",1
"2466",9563,6912,2.49,"tropicana",0
"2468",6195,9087,2.33,"minute.maid",0
"2469",8264,38910,1.95,"minute.maid",1
"2470",8624,3776,1.94,"dominicks",0
"2471",3758,16960,1.62,"dominicks",1
"2472",9190,8448,3.63,"tropicana",0
"2474",12216,5952,1.32,"dominicks",1
"2475",3912,5184,2.57,"minute.maid",0
"2476",828,3841,2.73,"minute.maid",0
"2479",5138,60288,1.82,"minute.maid",1
"2482",11827,7616,2.08,"minute.maid",0
"2483",6736,6272,2.29,"minute.maid",0
"2484",1501,86016,NA,"minute.maid",1
"2485",11535,130752,1.7,"minute.maid",1
"2488",12573,5505,3.07,"tropicana",0
"2490",2610,59522,0.98,"dominicks",0
"2493",1952,49728,1.77,"dominicks",0
"2494",327,25920,2.51,"tropicana",0
"2498",11303,13377,1.65,"minute.maid",0
"2499",3506,13567,1.86,"minute.maid",0
"2500",9154,8448,2.64,"tropicana",0
"2507",5950,7551,3.06,"tropicana",0
"2508",1700,6528,3.47,"tropicana",0
"2510",883,5184,1.67,"dominicks",0
"2512",5409,6015,3.01,"dominicks",0
"2513",11849,20481,2.43,"minute.maid",0
"2514",10530,3263,1.65,"dominicks",0
"2515",7059,48189,2.71,"tropicana",1
"2516",12174,8255,3.57,"tropicana",0
"2517",8815,6785,1.64,"dominicks",0
"2518",7749,2240,3.65,"tropicana",0
"2519",7494,7744,1.87,"minute.maid",0
"2520",10449,19584,2.38,"tropicana",1
"2521",8614,14206,2.68,"tropicana",1
"2522",3589,8127,3.66,"tropicana",0
"2523",8886,33793,3.27,"tropicana",1
"2524",9504,25215,1.73,"dominicks",1
"2525",12442,7680,1.94,"minute.maid",0
"2527",8978,6017,2.53,"minute.maid",0
"2528",11740,31808,1.69,"tropicana",0
"2529",365,11072,1.59,"dominicks",0
"2530",628,2176,2.63,"dominicks",0
"2531",10656,14335,1.97,"dominicks",0
"2532",7650,15614,1.97,"minute.maid",0
"2534",1350,6656,1.77,"dominicks",0
"2535",3030,46464,1.71,"dominicks",0
"2536",6745,6657,2.52,"minute.maid",0
"2537",6031,8512,1.74,"dominicks",1
"2538",9605,2112,2.43,"dominicks",0
"2541",9790,24510,2.71,"tropicana",0
"2542",5601,2689,2.54,"minute.maid",0
"2543",1908,6592,1.84,"minute.maid",0
"2544",6213,2175,2.46,"dominicks",0
"2545",621,3392,1.71,"dominicks",0
"2546",12638,1855,3.13,"tropicana",0
"2549",9389,5504,2.42,"tropicana",0
"2550",8899,7167,2.6,"minute.maid",0
"2552",12063,7744,2.11,"dominicks",0
"2553",6639,21695,2.27,"minute.maid",0
"2555",7378,12479,2,"minute.maid",0
"2556",8763,2240,2.76,"dominicks",0
"2557",9338,7809,3.34,"tropicana",1
"2558",7416,2304,3.21,"tropicana",0
"2562",8262,4801,2.64,"minute.maid",0
"2563",2622,3073,3.51,"tropicana",0
"2564",6907,7168,3.56,"tropicana",0
"2565",7436,3713,2.05,"dominicks",0
"2567",12918,4736,2.71,"dominicks",0
"2569",777,16384,1.92,"minute.maid",0
"2571",2685,3904,1.78,"dominicks",0
"2572",9371,10815,2.32,"minute.maid",0
"2574",8099,5695,2.74,"minute.maid",0
"2575",12275,27329,1.86,"tropicana",1
"2576",8049,20289,NA,"tropicana",0
"2578",7444,20736,1.98,"tropicana",1
"2579",1930,60992,1.49,"minute.maid",0
"2581",4572,30718,1.65,"dominicks",0
"2586",3904,3390,1.52,"dominicks",0
"2587",4176,6336,1.48,"dominicks",0
"2588",10252,2175,1.63,"dominicks",0
"2589",2634,4096,2.04,"minute.maid",0
"2590",532,102591,1.3,"dominicks",1
"2591",11221,37439,2.26,"tropicana",1
"2592",3620,6530,1.99,"minute.maid",0
"2593",5262,2816,3.03,"minute.maid",0
"2594",12474,7424,3.38,"tropicana",0
"2596",1878,14146,1.65,"dominicks",1
"2597",8104,5825,3.29,"tropicana",0
"2598",660,3266,2.23,"tropicana",0
"2599",9269,18370,2.8,"tropicana",0
"2600",3893,3584,1.95,"dominicks",0
"2601",11494,13122,1.74,"dominicks",0
"2602",4369,87552,1.88,"tropicana",1
"2603",10358,8831,1.54,"dominicks",0
"2604",6701,26302,3.63,"tropicana",0
"2605",1608,6338,2.94,"tropicana",0
"2606",5441,29310,1.99,"minute.maid",1
"2607",7758,12353,2.59,"tropicana",1
"2611",3174,15104,1.35,"dominicks",0
"2613",1726,6016,3.38,"tropicana",0
"2614",12744,19328,1.86,"minute.maid",0
"2616",9803,32509,2.61,"minute.maid",1
"2617",10767,12096,2.07,"minute.maid",1
"2621",12129,2303,2.53,"dominicks",0
"2622",7358,6272,1.51,"dominicks",0
"2623",53,24321,1.8,"tropicana",0
"2625",4698,60418,2.04,"minute.maid",1
"2626",188,3711,2.98,"minute.maid",0
"2627",7188,11841,2.47,"tropicana",0
"2628",11990,11457,2.15,"minute.maid",0
"2629",12566,7552,3.56,"tropicana",0
"2630",493,2496,NA,"dominicks",0
"2631",3226,14785,2.44,"tropicana",0
"2632",1126,9663,NA,"dominicks",1
"2633",461,54399,1.83,"dominicks",1
"2634",10646,57216,1.67,"dominicks",1
"2635",11438,2560,3,"tropicana",0
"2636",9933,3199,2.5,"dominicks",0
"2637",3861,16768,2.44,"tropicana",0
"2638",3238,24830,1.97,"tropicana",1
"2640",11964,14400,2.12,"minute.maid",0
"2641",6174,33088,1.56,"dominicks",0
"2642",10300,9473,2.31,"tropicana",0
"2645",7057,4801,2.29,"minute.maid",0
"2648",589,7616,1.74,"dominicks",0
"2649",10703,71424,1.57,"dominicks",1
"2650",5014,25920,2.13,"minute.maid",1
"2651",834,6335,3.27,"tropicana",1
"2652",6550,3777,2.68,"dominicks",0
"2653",9351,7488,3.67,"tropicana",0
"2655",12689,2049,3.35,"tropicana",0
"2656",11567,19264,2,"tropicana",1
"2657",8516,4416,2.24,"minute.maid",1
"2659",9604,15295,2.01,"tropicana",1
"2662",11456,2434,2.35,"dominicks",0
"2664",4564,33537,1.66,"dominicks",0
"2665",12498,5888,2.48,"minute.maid",0
"2668",3202,23168,1.41,"dominicks",0
"2670",11048,1856,2.9,"tropicana",0
