"","id","price","brand","feat"
"2999",4447,2.04,"minute.maid",1
"3000",1902,1.66,"dominicks",0
"3004",12610,2.1,"minute.maid",0
"3007",6071,NA,"dominicks",1
"3013",7682,2.13,"dominicks",1
"3014",3711,2.01,"dominicks",0
"3022",4407,2.97,"minute.maid",0
"3025",8451,1.5,"dominicks",0
"3032",2427,1.95,"minute.maid",0
"3034",5100,2.07,"minute.maid",0
"3039",2501,2.46,"minute.maid",0
"3041",8797,3.23,"tropicana",0
"3043",8382,1.72,"minute.maid",1
"3057",2237,1.99,"dominicks",0
"3061",1969,1.71,"dominicks",1
"3065",6733,2.29,"minute.maid",0
"3069",10208,NA,"dominicks",0
"3073",985,2.39,"tropicana",0
"3081",6867,2.89,"tropicana",0
"3084",8671,1.43,"dominicks",0
"3088",9171,2.35,"minute.maid",1
"3090",7305,2.01,"minute.maid",0
"3092",6949,1.49,"dominicks",0
"3093",7593,2,"dominicks",0
"3099",8901,2.95,"tropicana",0
"3106",8274,3.1,"tropicana",0
"3109",3433,2.47,"tropicana",0
"3114",3641,1.68,"dominicks",0
"3118",10850,3.9,"tropicana",0
"3119",12709,2,"dominicks",0
"3122",2543,3.1,"tropicana",0
"3126",11461,NA,"tropicana",0
"3135",395,2.5,"minute.maid",1
"3136",12070,3.16,"tropicana",0
"3141",1409,2.29,"tropicana",1
"3143",4790,3.13,"tropicana",0
"3144",1705,1.81,"dominicks",0
"3148",11651,1.82,"dominicks",0
"3150",2247,2.64,"minute.maid",0
"3153",6118,1.63,"dominicks",1
"3156",2865,2.1,"dominicks",0
"3159",11568,3.42,"tropicana",0
"3164",4991,3.5,"tropicana",0
"3166",4132,3.47,"tropicana",0
"3172",4606,1.7,"dominicks",0
"3175",5628,2.55,"minute.maid",0
"3182",11273,3.12,"tropicana",0
"3195",2992,2.97,"tropicana",0
"3196",10054,2.61,"dominicks",0
"3198",46,2.81,"tropicana",0
"3201",4716,3.18,"tropicana",0
"3203",3091,2.33,"minute.maid",0
"3205",1796,2.39,"minute.maid",0
"3207",10469,1.96,"minute.maid",0
"3208",1378,0.93,"dominicks",1
"3210",4637,NA,"dominicks",0
"3223",1791,1.92,"minute.maid",0
"3228",5620,2.8,"minute.maid",0
"3233",8532,3.11,"minute.maid",0
"3234",5992,2.66,"minute.maid",0
"3235",9368,1.56,"dominicks",1
"3253",4873,2.27,"tropicana",0
"3254",9936,1.7,"dominicks",1
"3258",3739,1.63,"dominicks",0
"3259",4451,2.57,"tropicana",0
"3260",6236,1.42,"dominicks",0
"3261",6253,1.18,"dominicks",0
"3262",954,1.34,"minute.maid",1
"3264",10734,2.99,"tropicana",0
"3265",6144,1.78,"minute.maid",1
"3268",6293,2.25,"minute.maid",0
"3271",1506,2.96,"tropicana",0
"3272",10499,2.65,"tropicana",0
"3274",5722,1.01,"dominicks",0
"3275",6769,NA,"minute.maid",1
"3276",4431,3.01,"tropicana",0
"3282",655,1.45,"minute.maid",0
"3285",6183,1.88,"minute.maid",1
"3296",9280,1.92,"dominicks",0
"3302",10910,2.39,"minute.maid",0
"3304",3320,2.53,"tropicana",0
"3309",1775,1.78,"tropicana",1
"3315",2868,2.54,"tropicana",0
"3316",4224,1.85,"tropicana",1
"3321",6923,2.91,"tropicana",0
"3327",7649,1.36,"dominicks",0
"3332",7340,2.15,"tropicana",0
"3334",1518,1.96,"minute.maid",0
"3335",11113,1.62,"dominicks",0
"3340",191,2.51,"minute.maid",0
"3341",7113,2.88,"minute.maid",0
"3351",11099,1.81,"minute.maid",1
"3355",6088,2.04,"minute.maid",0
"3357",8925,2.69,"minute.maid",0
"3359",6934,2.01,"minute.maid",0
"3364",10817,1.84,"dominicks",0
"3370",7261,NA,"minute.maid",0
"3371",856,1.94,"dominicks",0
"3376",3687,1.89,"minute.maid",0
"3384",686,3.17,"minute.maid",0
"3388",8748,2.88,"tropicana",0
"3390",4910,2.38,"tropicana",0
"3394",8692,3.25,"minute.maid",0
"3404",12871,2.2,"minute.maid",0
"3406",2170,1.33,"dominicks",0
"3411",11209,3.64,"tropicana",0
"3417",1760,1.29,"dominicks",1
"3422",5525,1.96,"dominicks",0
"3428",10792,2.96,"minute.maid",0
"3439",5214,1.67,"dominicks",1
"3440",8228,2.05,"minute.maid",1
"3441",5725,3.11,"tropicana",0
"3447",11382,NA,"dominicks",0
"3448",6248,NA,"minute.maid",1
"3452",5455,1.49,"dominicks",1
"3454",8151,1.77,"dominicks",0
"3455",6260,1.81,"minute.maid",1
"3456",11989,1.98,"minute.maid",0
"3457",7894,2.74,"minute.maid",0
"3460",2271,2.89,"minute.maid",0
"3465",8622,1.59,"dominicks",0
"3466",10996,2.05,"minute.maid",0
"3469",9797,2.14,"minute.maid",0
"3470",2450,1.61,"dominicks",0
"3477",605,2.09,"minute.maid",0
"3489",2777,1.89,"dominicks",0
"3496",9387,NA,"tropicana",1
"3497",10589,3.11,"tropicana",0
"3499",9761,1.43,"dominicks",0
"3505",4506,3.82,"tropicana",0
"3506",2097,1.95,"minute.maid",0
"3507",8736,3.28,"tropicana",0
"3508",2123,3.25,"tropicana",0
"3511",4612,2,"minute.maid",1
"3515",10785,3.88,"tropicana",0
"3516",5650,3.65,"tropicana",0
"3517",12801,1.51,"dominicks",0
"3518",1661,3.27,"tropicana",0
"3520",5829,3.08,"tropicana",0
"3522",5017,NA,"minute.maid",0
"3527",10779,1.48,"dominicks",0
"3529",6952,1.97,"minute.maid",0
"3531",5747,1.63,"dominicks",0
"3538",11909,1.73,"minute.maid",1
"3541",1407,2.46,"tropicana",0
"3545",11769,2.77,"minute.maid",0
"3552",3520,1.54,"dominicks",1
"3553",4,2.92,"tropicana",0
"3554",5983,1.7,"dominicks",0
"3560",9612,1.93,"tropicana",1
"3565",4783,NA,"minute.maid",0
"3575",5333,3.01,"tropicana",0
"3579",6876,2.35,"minute.maid",0
"3580",11105,2.46,"tropicana",1
"3581",10122,1.69,"minute.maid",0
"3582",8710,1.65,"dominicks",1
"3583",11430,1.42,"dominicks",0
"3585",8517,2.23,"minute.maid",0
"3596",651,1.7,"dominicks",1
"3600",2522,2.88,"minute.maid",0
"3601",6771,2.16,"dominicks",0
"3606",10168,2.74,"dominicks",0
"3611",3637,1.8,"minute.maid",1
"3613",553,1.54,"dominicks",0
"3615",9079,1.85,"minute.maid",0
"3616",12694,3.46,"tropicana",0
"3623",9997,3.05,"minute.maid",0
"3625",5273,2.52,"dominicks",0
"3627",4636,2.73,"tropicana",0
"3632",9948,2.58,"tropicana",0
"3637",4738,2.73,"tropicana",0
"3639",612,2.49,"minute.maid",0
"3640",10452,2.07,"minute.maid",0
"3642",7953,1.84,"minute.maid",0
"3648",8249,NA,"dominicks",0
"3661",9328,1.91,"minute.maid",0
"3667",12315,NA,"minute.maid",0
"3668",9536,2.66,"tropicana",0
"3669",10130,3.13,"tropicana",0
"3673",6537,2.67,"minute.maid",0
"3675",10104,2.22,"minute.maid",0
"3684",2348,2.16,"minute.maid",0
"3693",2297,3.92,"tropicana",0
"3698",10849,1.37,"dominicks",0
"3699",4693,3.16,"tropicana",0
"3705",10135,1.37,"dominicks",1
"3706",367,2.19,"minute.maid",0
"3708",1196,NA,"minute.maid",1
"3709",12002,2.95,"tropicana",0
"3712",10783,2.53,"tropicana",0
"3714",3484,NA,"tropicana",0
"3717",9631,1.89,"minute.maid",0
"3720",10547,NA,"dominicks",1
"3722",12091,NA,"minute.maid",1
"3730",3591,2.08,"dominicks",0
"3740",5861,2.07,"dominicks",0
"3742",9976,2.42,"minute.maid",0
"3746",11471,1.29,"dominicks",0
"3747",11198,2.05,"minute.maid",0
"3748",10272,2.96,"tropicana",0
"3756",474,1.6,"dominicks",0
"3765",2504,2.67,"tropicana",0
"3772",9532,2.25,"dominicks",0
"3776",54,2.85,"tropicana",0
"3781",7908,3.13,"tropicana",0
"3785",1794,1.38,"dominicks",1
"3786",9548,2.74,"minute.maid",0
"3793",1904,2,"tropicana",0
"3796",1782,2.32,"dominicks",0
"3797",8784,2,"minute.maid",0
"3798",10228,3.14,"tropicana",0
"3802",6271,2.23,"dominicks",0
"3804",8168,2.89,"minute.maid",0
"3807",12377,1.08,"dominicks",0
"3826",9457,2.82,"minute.maid",0
"3830",6514,2.04,"dominicks",0
"3832",9814,2.05,"minute.maid",1
"3834",5973,3.15,"tropicana",0
"3842",1875,2.22,"dominicks",0
"3844",5407,2.72,"minute.maid",0
"3849",906,1.65,"dominicks",0
"3857",7308,3.41,"tropicana",0
"3864",12773,1.72,"minute.maid",0
"3882",2901,3.14,"tropicana",0
"3886",2515,2.37,"dominicks",0
"3895",7192,2.69,"dominicks",0
"3901",5116,1.99,"minute.maid",1
"3904",5482,2.77,"dominicks",0
"3916",4884,2.13,"minute.maid",1
"3917",2333,1.97,"dominicks",0
"3918",7673,2.79,"minute.maid",0
"3932",4645,1.87,"dominicks",0
"3933",8183,2.81,"minute.maid",0
"3935",11770,1.45,"dominicks",0
"3936",6914,1.93,"minute.maid",1
"3938",857,1.96,"minute.maid",0
"3939",4501,2.93,"tropicana",0
"3946",6021,3.41,"tropicana",0
"3947",9721,1.96,"minute.maid",1
"3953",12444,3.47,"tropicana",0
"3958",11761,1.55,"dominicks",0
"3962",12802,1.95,"minute.maid",0
"3964",2185,2.47,"minute.maid",1
"3968",5671,1.67,"minute.maid",0
"3971",2305,1.32,"dominicks",0
"3973",2034,2.45,"tropicana",0
"3977",11258,2.26,"dominicks",0
"3985",10518,0.81,"dominicks",1
"3991",5433,3.6,"tropicana",0
"3992",1709,2.89,"minute.maid",0
"3996",5790,1.2,"dominicks",1
"3997",2496,3.53,"tropicana",0
"3999",5053,1.53,"dominicks",0
"4000",9137,1.98,"minute.maid",1
"4001",9489,2.36,"dominicks",0
"4003",12808,1.81,"tropicana",0
"4006",12419,1.41,"dominicks",0
"4009",8781,2.37,"minute.maid",0
"4016",8962,1.62,"dominicks",0
"4020",7018,2.13,"minute.maid",0
"4022",11922,1.53,"minute.maid",0
"4028",1845,2.21,"tropicana",1
"4036",11073,3.09,"tropicana",0
"4038",3258,3.24,"tropicana",0
"4042",11624,1.71,"dominicks",0
"4045",1697,1.4,"dominicks",0
"4046",3590,1.62,"dominicks",1
"4048",169,2.81,"minute.maid",0
"4049",3477,2.47,"tropicana",0
"4050",9284,2.01,"tropicana",1
"4054",8573,2.77,"minute.maid",0
"4058",7102,2.49,"tropicana",0
"4070",11472,1.9,"dominicks",0
"4080",4775,1.06,"dominicks",1
"4089",9466,3.51,"tropicana",0
"4097",12223,3.7,"tropicana",0
"4100",9200,3.3,"minute.maid",0
"4104",10959,3.2,"tropicana",0
"4114",10497,1.38,"dominicks",1
"4118",1330,1.31,"dominicks",0
"4120",2967,1.41,"dominicks",1
"4126",10832,2.6,"minute.maid",0
"4130",12625,3.01,"tropicana",0
"4131",4311,1.83,"dominicks",0
"4133",7902,1.7,"dominicks",0
"4140",4481,1.65,"dominicks",0
"4144",10191,NA,"tropicana",1
"4148",11593,3.43,"tropicana",0
"4149",800,2.13,"minute.maid",1
"4150",282,3.55,"tropicana",0
"4151",5425,2.38,"minute.maid",0
"4155",11804,3.81,"tropicana",0
"4157",7214,3.7,"tropicana",0
"4163",2167,1.62,"dominicks",0
"4168",5165,2.31,"minute.maid",0
"4170",7793,3.8,"tropicana",0
"4172",12191,2.61,"minute.maid",0
"4177",4260,2.08,"dominicks",0
"4178",6890,1.39,"dominicks",0
"4180",6056,1.96,"minute.maid",1
"4184",1117,1.82,"minute.maid",0
"4187",11007,0.98,"dominicks",1
"4190",7433,2.13,"minute.maid",1
"4192",5400,3.74,"tropicana",0
"4198",6663,3,"tropicana",0
"4204",9019,1.68,"minute.maid",0
"4213",5305,1.94,"tropicana",0
"4218",6171,2.73,"minute.maid",0
"4219",4410,2.54,"dominicks",0
"4220",6106,NA,"minute.maid",0
"4221",237,2.46,"minute.maid",1
"4237",1783,1.88,"minute.maid",1
"4254",8319,3.08,"tropicana",0
"4257",3664,2.42,"tropicana",0
"4260",5166,1.84,"dominicks",1
"4276",6110,0.91,"dominicks",0
"4279",4526,1.96,"dominicks",0
"4280",10468,1.76,"tropicana",0
"4283",7781,2.39,"tropicana",0
"4286",12899,2.09,"dominicks",0
"4290",10830,1.52,"minute.maid",0
"4297",11919,2.01,"minute.maid",1
"4302",5692,1.72,"dominicks",0
"4311",9714,2.28,"dominicks",0
"4318",12027,2.27,"tropicana",1
"4319",851,2.76,"tropicana",0
"4321",12897,NA,"dominicks",0
"4322",9034,1.76,"dominicks",0
"4325",7522,NA,"tropicana",0
"4326",11822,2,"minute.maid",1
"4327",301,2.26,"minute.maid",0
"4334",12164,2.47,"dominicks",0
"4343",460,3.12,"tropicana",0
"4348",7551,3.35,"tropicana",0
"4350",9840,1.81,"minute.maid",0
"4352",3002,1.98,"dominicks",0
"4355",12619,2.45,"minute.maid",1
"4362",4037,2.81,"tropicana",1
"4363",3312,1.58,"dominicks",0
"4364",10345,3.7,"tropicana",0
"4370",307,1.39,"minute.maid",0
"4371",12846,2.89,"tropicana",0
"4374",12340,3.1,"tropicana",0
"4375",8221,3.1,"tropicana",0
"4379",9649,2.46,"dominicks",0
"4380",8266,3.19,"tropicana",0
"4390",5780,2.64,"minute.maid",0
"4393",12699,3.04,"tropicana",0
"4401",11744,1.57,"dominicks",0
"4413",9180,1.6,"dominicks",0
"4417",9972,2.81,"tropicana",0
"4422",1583,NA,"minute.maid",0
"4425",9053,2.67,"minute.maid",0
"4428",7748,1.64,"tropicana",0
"4432",10796,2.41,"minute.maid",0
"4435",3022,1.76,"minute.maid",0
"4440",9400,NA,"minute.maid",0
"4445",12602,1.84,"dominicks",0
"4447",7676,2.65,"tropicana",0
"4448",11414,3.62,"tropicana",0
"4450",5971,1.68,"dominicks",0
"4457",12844,2.27,"dominicks",0
"4462",5605,3,"minute.maid",0
"4464",601,2.92,"tropicana",1
"4470",12371,2.04,"dominicks",1
"4472",9915,2.07,"minute.maid",1
"4474",6011,1.88,"dominicks",1
"4478",4152,1.8,"minute.maid",1
"4481",1023,1.84,"dominicks",0
"4488",3827,NA,"tropicana",0
"4496",5024,2.77,"tropicana",0
"4497",9109,1.85,"minute.maid",0
"4504",12350,3.76,"tropicana",0
"4507",8669,2.6,"tropicana",0
"4509",3703,3.05,"tropicana",0
"4516",732,NA,"tropicana",0
"4525",11923,2.51,"minute.maid",0
"4528",7008,2.08,"minute.maid",1
"4530",11334,1.97,"minute.maid",0
"4533",8040,1.59,"dominicks",0
"4537",11530,1.13,"minute.maid",0
"4540",3274,2.42,"minute.maid",0
"4543",12917,1.97,"dominicks",0
"4548",5849,2.55,"dominicks",0
"4552",5572,3.18,"tropicana",0
"4554",7713,2.47,"dominicks",0
"4563",10590,3.49,"tropicana",0
"4564",2812,2.59,"minute.maid",1
"4575",6819,0.92,"dominicks",1
"4578",10302,1.95,"dominicks",0
"4579",3260,1.99,"tropicana",0
"4587",6210,2,"tropicana",1
"4591",9325,1.61,"dominicks",0
"4593",6124,1.68,"minute.maid",0
"4597",2906,1.58,"dominicks",1
"4598",7207,1.72,"dominicks",0
"4600",7767,1.61,"dominicks",0
"4608",10801,1.76,"dominicks",0
"4612",7338,1.49,"dominicks",0
"4616",4912,2.62,"minute.maid",0
"4620",11479,2.81,"tropicana",1
"4624",12555,3.49,"tropicana",0
"4626",10549,1.96,"tropicana",0
"4635",7388,1.92,"tropicana",0
"4636",11734,1.6,"dominicks",0
"4639",3420,2.51,"dominicks",0
"4642",8678,3.06,"tropicana",0
"4644",2283,3.73,"tropicana",0
"4648",11477,1.8,"dominicks",1
"4652",6731,1.94,"minute.maid",0
"4660",4296,1.97,"minute.maid",1
"4668",5176,1.64,"dominicks",0
"4677",887,1.98,"tropicana",0
"4679",83,2.62,"minute.maid",0
"4692",5559,2.22,"minute.maid",1
"4694",4066,1.36,"dominicks",0
"4698",2899,1.99,"minute.maid",0
"4702",10627,2.74,"tropicana",0
"4705",3744,1.35,"dominicks",0
"4708",10866,2.15,"tropicana",0
"4710",4024,2.64,"tropicana",0
"4715",6356,1.53,"minute.maid",0
"4735",1453,1.88,"minute.maid",1
"4739",2818,1.89,"minute.maid",0
"4740",4854,1.91,"dominicks",0
"4741",11327,2.3,"dominicks",1
"4746",3323,2.64,"dominicks",0
"4756",3051,2.69,"minute.maid",0
"4757",5091,1.87,"minute.maid",0
"4760",11402,1.9,"dominicks",1
"4763",11708,2.77,"tropicana",0
"4764",5591,1.67,"dominicks",0
"4771",7663,2.17,"minute.maid",0
"4773",10351,1.34,"dominicks",1
"4776",6424,2.47,"tropicana",1
"4778",8415,2.63,"dominicks",0
"4780",3499,3.82,"tropicana",0
"4790",5584,1.54,"dominicks",1
"4796",1239,2.12,"dominicks",0
"4799",10214,2.94,"minute.maid",0
"4803",11250,1.66,"dominicks",0
"4804",7251,1.87,"dominicks",0
"4806",4749,1.76,"dominicks",0
"4808",9068,1.41,"dominicks",0
"4810",8222,1.33,"dominicks",0
"4811",8320,2.4,"minute.maid",0
"4814",228,1.87,"minute.maid",0
"4817",9691,1.97,"tropicana",0
"4820",8432,3.72,"tropicana",0
"4828",2084,NA,"tropicana",1
"4829",12944,1.7,"dominicks",0
"4833",2864,3.06,"tropicana",0
"4836",4120,1.51,"minute.maid",1
"4838",10707,1.66,"minute.maid",0
"4844",4038,1.52,"dominicks",0
"4846",2490,3.11,"tropicana",0
"4847",11551,3.27,"tropicana",0
"4848",6279,3.07,"tropicana",0
"4851",6636,1.43,"minute.maid",1
"4852",9229,2.12,"dominicks",1
"4860",1261,2.02,"dominicks",0
"4861",665,1.66,"dominicks",0
"4862",9876,2.28,"minute.maid",0
"4869",7085,2.03,"minute.maid",1
"4884",9282,NA,"dominicks",0
"4885",4218,3.2,"tropicana",0
"4886",1626,3.15,"tropicana",0
"4889",122,2.98,"tropicana",0
"4890",12578,1.4,"dominicks",1
"4895",2594,2.31,"dominicks",0
"4905",6314,2.83,"tropicana",0
"4911",3598,2.3,"minute.maid",0
"4916",6299,2.29,"minute.maid",1
"4918",9857,1.42,"dominicks",0
"4919",1291,3.24,"tropicana",0
"4922",4104,1.62,"minute.maid",0
"4924",12026,2.16,"dominicks",0
"4927",12082,3.92,"tropicana",0
"4928",6575,3.42,"tropicana",0
"4929",6544,1.56,"minute.maid",1
"4932",5727,2.94,"tropicana",0
"4940",5252,3.5,"tropicana",1
"4943",12366,1.31,"dominicks",0
"4945",8352,1.44,"dominicks",0
"4956",7140,NA,"minute.maid",0
"4965",11564,1.33,"dominicks",1
"4966",10253,1.9,"tropicana",0
"4967",12346,2.26,"dominicks",0
"4968",4689,2.8,"dominicks",0
"4970",7688,2.41,"minute.maid",0
"4973",8085,1.73,"minute.maid",1
"4974",9900,2.24,"minute.maid",0
"4976",10764,1.2,"dominicks",1
"4977",12632,2.14,"minute.maid",1
"4980",1075,2.08,"minute.maid",0
"4984",6543,1.15,"dominicks",1
"4985",6784,3.1,"tropicana",0
"4987",5058,1.49,"dominicks",1
"4994",7496,1.9,"dominicks",0
"4998",81,2.91,"tropicana",0
"5002",4239,2.89,"tropicana",1
"5007",7787,2.13,"minute.maid",0
"5012",537,2.34,"minute.maid",1
"5016",5070,2.49,"tropicana",0
"5017",5077,1.83,"dominicks",0
"5027",11173,2.17,"dominicks",0
"5030",1512,3.49,"tropicana",0
"5041",5521,2.65,"minute.maid",0
"5046",3142,1.99,"tropicana",0
"5050",12336,2.45,"tropicana",0
"5058",4396,1.87,"minute.maid",0
"5068",10730,2.04,"dominicks",1
"5080",10639,1.73,"dominicks",0
"5086",3933,3.07,"tropicana",0
"5089",3571,2.32,"tropicana",0
"5093",4124,1.52,"dominicks",1
"5095",5170,NA,"minute.maid",1
"5097",11288,2.42,"tropicana",0
"5099",8439,2.96,"tropicana",0
"5105",9044,1.44,"dominicks",1
"5109",1359,1.95,"minute.maid",0
"5111",12094,3.08,"tropicana",0
"5114",8881,3.5,"tropicana",0
"5118",4484,2.37,"tropicana",0
"5130",1085,2.15,"dominicks",0
"5132",10862,2.96,"tropicana",0
"5135",2296,2.53,"tropicana",0
"5137",12020,1.27,"minute.maid",1
"5142",8762,3.66,"tropicana",0
"5143",333,2.05,"minute.maid",1
"5147",9484,2.47,"tropicana",0
"5148",11302,1.38,"dominicks",0
"5157",12297,1.74,"dominicks",1
"5160",513,2.38,"tropicana",0
"5162",7626,2.82,"minute.maid",1
"5173",7206,1.79,"minute.maid",1
"5179",7089,2.96,"tropicana",0
"5189",8012,1.51,"minute.maid",1
"5194",8957,2.42,"minute.maid",0
"5198",3883,3.38,"tropicana",0
"5199",1181,3.08,"tropicana",0
"5200",9364,2.79,"tropicana",0
"5203",3150,1.52,"dominicks",0
"5221",2154,NA,"minute.maid",0
"5222",6498,2.16,"minute.maid",0
"5228",9015,1.49,"dominicks",0
"5230",5326,1.63,"dominicks",0
"5235",5071,3.21,"tropicana",0
"5236",12003,1.49,"dominicks",0
"5244",4007,2.04,"minute.maid",0
"5246",7329,3.64,"tropicana",0
"5250",8117,2.07,"dominicks",0
"5251",106,0.83,"dominicks",0
"5253",4651,1.99,"minute.maid",1
"5254",221,1.89,"tropicana",0
"5258",2732,2.19,"minute.maid",0
"5259",6950,2.47,"tropicana",0
"5261",51,2.43,"minute.maid",0
"5266",1337,NA,"tropicana",0
"5271",1739,1.98,"minute.maid",0
"5276",3858,2.45,"minute.maid",0
"5277",10116,1.97,"minute.maid",0
"5279",10588,1.42,"dominicks",1
"5284",2731,2.78,"tropicana",1
"5291",5312,1.89,"minute.maid",0
"5294",10761,2.58,"tropicana",1
"5296",1602,3.42,"tropicana",0
"5302",8062,1.99,"minute.maid",1
"5304",1603,1.08,"dominicks",0
"5305",10542,1.79,"minute.maid",0
"5309",8422,1.73,"minute.maid",0
"5311",4275,2.01,"minute.maid",1
"5314",9666,2.09,"minute.maid",0
"5316",356,2.16,"tropicana",0
"5324",609,1.85,"dominicks",0
"5327",11686,1.26,"minute.maid",1
"5331",9173,2.09,"tropicana",0
"5344",11383,2.15,"dominicks",0
"5345",9795,2.15,"tropicana",0
"5350",8744,1.75,"minute.maid",1
"5356",6592,2.9,"minute.maid",0
"5361",3277,3.49,"tropicana",0
"5363",5079,3.36,"tropicana",0
"5365",6471,NA,"dominicks",0
"5370",1639,2.66,"minute.maid",0
"5371",5256,1.64,"dominicks",0
"5378",1556,1.95,"minute.maid",0
"5380",1452,3,"minute.maid",0
"5382",5422,2.14,"dominicks",0
"5390",4599,3.08,"tropicana",0
"5400",9347,1.82,"dominicks",0
"5401",2371,3.69,"tropicana",0
"5403",2024,1.69,"tropicana",0
"5408",6767,1.34,"dominicks",0
"5409",2739,2.92,"tropicana",0
"5413",822,2.85,"dominicks",0
"5415",944,1.64,"dominicks",1
"5416",3927,NA,"tropicana",0
"5420",7118,2.41,"tropicana",0
"5424",3764,1.85,"dominicks",0
"5427",1669,1.64,"dominicks",1
"5431",6895,1.62,"minute.maid",0
"5438",8981,2.07,"dominicks",0
"5442",7620,2.36,"minute.maid",0
"5450",7172,2.88,"minute.maid",0
"5458",2286,2.14,"dominicks",1
"5459",11887,NA,"tropicana",0
"5461",2648,1.93,"dominicks",0
"5463",12707,2.05,"dominicks",0
"5474",3929,2,"minute.maid",0
"5478",8390,NA,"tropicana",1
"5479",4892,2.37,"minute.maid",0
"5481",6813,2.33,"minute.maid",1
"5483",706,3.14,"tropicana",0
"5485",733,1.01,"dominicks",0
"5487",3391,2.39,"minute.maid",0
"5489",786,1.23,"dominicks",1
"5490",2332,1.94,"dominicks",0
"5493",8,1.52,"dominicks",0
"5501",31,2.95,"tropicana",0
"5502",6303,1.43,"dominicks",0
"5503",7160,NA,"tropicana",0
"5506",4800,2.21,"minute.maid",0
"5509",2639,1.6,"dominicks",0
"5511",1696,1.62,"dominicks",0
"5513",4502,2.82,"tropicana",0
"5515",4933,2.18,"minute.maid",0
"5518",10708,2.18,"minute.maid",0
"5519",1408,1.54,"dominicks",0
"5523",11439,2.6,"tropicana",0
"5527",5627,1.85,"dominicks",0
"5531",3410,0.83,"dominicks",1
"5534",1555,1.47,"dominicks",0
"5535",4796,0.93,"dominicks",0
"5536",10765,1.61,"dominicks",0
"5537",3894,2.85,"minute.maid",0
"5547",8220,2.13,"minute.maid",0
"5556",1310,1.93,"minute.maid",1
"5559",5392,2.78,"minute.maid",0
"5561",11747,1.62,"dominicks",0
"5566",3467,2.55,"minute.maid",0
"5568",9919,2.2,"minute.maid",0
"5572",2187,2.65,"minute.maid",0
"5575",5809,2.06,"tropicana",0
"5576",8826,2.55,"tropicana",0
"5578",1795,3.05,"minute.maid",0
"5585",7581,NA,"dominicks",0
"5595",4923,1.95,"minute.maid",1
"5596",3897,2.1,"tropicana",0
"5597",8967,1.81,"dominicks",0
"5598",8795,1.51,"dominicks",0
"5601",1940,1.9,"dominicks",1
"5613",4658,2.02,"dominicks",1
"5621",1946,2.06,"minute.maid",0
"5625",10177,1.98,"tropicana",1
"5627",4052,3.65,"tropicana",0
"5638",2360,2.39,"minute.maid",1
"5641",9041,3.26,"tropicana",0
"5648",10812,2.05,"minute.maid",0
"5667",1216,1.05,"dominicks",0
"5672",11345,1.03,"dominicks",0
"5673",4229,3.42,"tropicana",0
"5676",8992,1.58,"minute.maid",0
"5681",6822,1.86,"dominicks",1
"5687",1465,1.46,"dominicks",0
"5693",5574,3.15,"tropicana",0
"5696",3415,1.68,"dominicks",0
"5699",2843,2.46,"tropicana",0
"5701",10215,1.6,"dominicks",0
"5702",4766,3.04,"tropicana",1
"5707",9324,3.1,"tropicana",0
"5710",9086,2,"minute.maid",0
"5713",8190,2.78,"tropicana",0
"5714",3658,2.25,"tropicana",1
"5719",1024,NA,"minute.maid",0
"5727",428,1.99,"tropicana",0
"5730",86,1.47,"dominicks",0
"5731",3902,3.18,"minute.maid",0
"5736",6316,2.33,"minute.maid",0
"5750",2974,3.62,"tropicana",0
"5752",3061,NA,"minute.maid",0
"5757",12639,3.8,"tropicana",0
"5758",8867,2.93,"tropicana",0
"5759",1425,1.99,"minute.maid",0
"5762",1252,2.81,"tropicana",0
"5770",8071,1.81,"minute.maid",1
"5774",3262,2.58,"dominicks",0
"5790",4725,3.31,"tropicana",0
"5795",7386,3.07,"minute.maid",0
"5796",8281,2.35,"tropicana",0
"5802",7225,1.78,"dominicks",0
"5803",9815,2.19,"minute.maid",0
"5807",3220,1.85,"minute.maid",0
"5811",9072,1.93,"tropicana",0
"5813",844,3.61,"tropicana",0
"5819",698,1.76,"minute.maid",0
"5821",10492,1.63,"dominicks",0
"5834",11692,NA,"tropicana",0
"5836",10024,3.14,"minute.maid",0
"5840",3733,1.91,"minute.maid",1
"5841",6061,2.22,"dominicks",0
"5842",4055,2.83,"minute.maid",0
"5844",11506,1.89,"dominicks",0
"5847",7330,1.51,"dominicks",0
"5849",2326,2.09,"minute.maid",0
"5850",3033,3.04,"minute.maid",0
"5854",4509,3.49,"tropicana",0
"5857",8208,2.98,"tropicana",0
"5863",4573,2.05,"dominicks",1
"5868",4319,3.91,"tropicana",0
"5878",731,2.23,"minute.maid",1
"5883",11773,2.64,"minute.maid",0
"5884",886,3.3,"tropicana",0
"5885",3947,2.28,"minute.maid",0
"5888",8783,2.48,"tropicana",1
"5889",8788,2.4,"minute.maid",1
"5891",6365,2.9,"minute.maid",0
"5892",11650,NA,"minute.maid",0
"5903",6614,1.98,"tropicana",1
"5907",11108,NA,"minute.maid",0
"5910",8651,2.19,"tropicana",0
"5912",7891,1.92,"tropicana",0
"5913",8793,2.1,"minute.maid",1
"5915",8409,2.61,"minute.maid",0
"5916",1070,2.91,"minute.maid",0
"5917",599,2.94,"tropicana",0
"5920",12712,1.91,"dominicks",0
"5924",8256,2.12,"minute.maid",1
"5925",5129,1.61,"dominicks",0
